epoch,train_loss,validation_loss
1,1.4196395009336338,1.9729892385156849
2,1.301623089212767,2.1104412576820275
3,1.217248089296717,2.987416946812521
4,1.8208393344367053,5.847417173506338
5,1.7937712171705256,7.075218273102766
6,0.6729974816225364,7.75101145154714
7,0.48808960426388914,8.445907487103693
