epoch,train_loss,validation_loss
1,1.4306784910215458,2.1620617112781426
2,1.3445448237405697,2.452538210757171
3,1.3238768991030438,3.5586205151262162
4,1.607629785287968,5.2794333603940435
5,1.4942964387034448,6.1646203601473495
6,0.8779744870803305,6.700867784127027
7,0.44975452649761255,7.37129911741454
