epoch,train_loss,validation_loss
1,1.2697566981274389,1.2802628008257442
2,1.2577149163749102,1.2809412359189587
3,1.2511740431661909,1.2821509858139424
4,1.2396898211251075,1.2835469346086519
5,1.2332172933160743,1.2851545009292473
6,1.2181856563524143,1.2861812695735644
7,1.1993915436934326,1.2855449584351868
