epoch,train_loss,validation_loss
1,1.4439519867086272,1.3771564539741068
2,1.3425358585390645,1.3875938944455957
3,1.3300178167799364,1.3895036252606816
4,1.258147823363972,1.4003993903889376
5,1.156918047484472,1.4221842309006123
6,1.1256906663306507,1.465042991798465
7,1.0803447985855235,1.5584771252479874
