epoch,train_loss,validation_loss
1,1.2739000852925633,1.2510141765370089
2,1.266043986298509,1.252328341748534
3,1.2599796630463613,1.2537744185503792
4,1.2504006627657227,1.2555746851848955
5,1.240065565713888,1.2574452752826595
6,1.233479713500405,1.259580309651479
7,1.2227997158034047,1.2625438205334318
