epoch,train_loss,validation_loss
1,1.2541470562003187,1.2616954911656741
2,1.2332530196874216,1.2641979025191619
3,1.221968637419709,1.2668824135756291
4,1.2128259733705768,1.2692875140855293
5,1.1957755985452394,1.2711638222221566
6,1.1736710257076737,1.2718873584971708
7,1.1571805477142334,1.2714424453863578
