epoch,train_loss,validation_loss
1,1.286354815238491,1.2569089496836943
2,1.2684633085981913,1.2582384658460857
3,1.2625629383136627,1.260186169327808
4,1.2497606229369853,1.2623160766954182
5,1.2419503989068508,1.264458702391937
6,1.2325976097618125,1.2667085723716671
7,1.2239234354722741,1.2688411023436474
