epoch,train_loss,validation_loss
1,1.253867534120763,1.2771748715088147
2,1.2310349559921352,1.2830007176439302
3,1.212591800978273,1.2899593285151891
4,1.2120218617084735,1.297530989686982
5,1.1879361366332437,1.3061377761744652
6,1.1633522713218711,1.3166493528029497
7,1.1357771872787037,1.3303105109879951
