epoch,train_loss,validation_loss
1,3.1139394603669643,5.596940772513611
2,3.7837953529989634,6.326857248391909
3,3.8429826111860677,6.395442749845171
4,3.7138972618472827,6.302304210601068
5,3.5438035111611996,6.214948225566009
6,3.3493080619512727,6.140497073260006
7,3.0535574238485013,6.230631678895671
