epoch,train_loss,validation_loss
1,1.470451412008544,1.456912647776243
2,1.3069402958542882,1.4382666098971326
3,1.309941103204183,1.4234903920598392
4,1.2261393241992258,1.4308391038109274
5,1.135190956530722,1.4505014379485315
6,1.110057943148984,1.520097081400767
7,1.0531808934912559,1.641869136265346
8,0.9640462371045643,1.7954586393692915
9,0.9487018689985578,2.0362408982605493
