epoch,train_loss,validation_loss
1,1.2681806911996187,1.2811685890710653
2,1.25820720814147,1.2833456392047786
3,1.2469091106216914,1.2862572870334656
4,1.2375724446189507,1.2898876546811657
5,1.2286597510923227,1.2945500341784053
6,1.206070490804117,1.3006588350824948
7,1.178056160379899,1.309329996589853
