epoch,train_loss,validation_loss
1,1.4183185234875746,1.97275817922399
2,1.2921201498575614,2.1535161333748056
3,1.1609225537575467,3.0304169285146494
4,1.293838765839456,5.680628684361147
5,1.3436971957677266,7.328783370224358
6,0.5968649565491458,8.274592233550605
7,0.409925999788856,9.136848144852143
