epoch,train_loss,validation_loss
1,2.613189330088421,4.970589384436607
2,3.3138156671496763,6.174683987481307
3,3.4129686676438005,6.473453689213324
4,3.4334465630457434,6.49931770495929
5,3.196101664840965,6.4446209080847385
6,3.1852744311671444,6.454756739608284
7,2.7181558930380665,6.7309569718104
